Id,SalePrice
1461,104927.96471721632
1462,142903.14764347184
1463,175369.00429425878
1464,192130.70566759096
1465,207770.31094536465
1466,170964.04518055543
1467,174753.7490439585
1468,159369.55140195577
1469,209169.5978758172
1470,122502.40279558417
1471,131159.64455441874
1472,110100.91153322556
1473,101158.42698391643
1474,143111.041694012
1475,107435.21398021467
1476,357868.9101044794
1477,262313.64950889186
1478,349443.89368285495
1479,329646.73218094395
1480,465731.22676639305
1481,320971.1614146419
1482,210684.64276801166
1483,168540.2429872721
1484,165264.1239818749
1485,192188.72572788456
1486,185685.31562668225
1487,328396.29599426826
1488,220963.88622128544
1489,196440.92330031283
1490,253738.90284885955
1491,205485.18748987233
1492,104222.20764297829
1493,226911.81534875045
1494,324003.06917015347
1495,280652.87475892087
1496,231690.49844782613
1497,156192.776818502
1498,167232.19732747925
1499,153628.03552606516
1500,152673.93262762064
1501,203251.85614442825
1502,127598.85501896543
1503,285158.98777500866
1504,238635.1596467921
1505,225048.57188796205
1506,178890.41094054515
1507,239568.88283773302
1508,187564.20956223714
1509,143062.05317049962
1510,141793.59570834017
1511,152588.4983410868
1512,152473.52264881553
1513,105764.2839111737
1514,142086.34746705322
1515,196958.92997980025
1516,164931.52744195634
1517,173232.08436646033
1518,124475.48992237775
1519,212255.73564813565
1520,112814.17025433457
1521,118144.38134479593
1522,185154.99649543222
1523,110712.3819145367
1524,113859.02045083768
1525,115321.61961799418
1526,100944.42690112535
1527,111880.9262735669
1528,129123.63385821553
1529,155392.36121451622
1530,216089.65269737993
1531,173071.56661369954
1532,94884.19860695419
1533,142980.26529881917
1534,115615.63418004196
1535,146975.4936865915
1536,95489.62546345778
1537,41645.49555566884
1538,168785.13067321875
1539,210901.46203738824
1540,113952.13588935602
1541,130139.71301131928
1542,171962.99379910086
1543,167347.42637845268
1544,80502.03309591045
1545,118005.86323072249
1546,149851.88283167873
1547,149385.7937195946
1548,150424.99242244777
1549,131712.90948343184
1550,148540.48152980325
1551,96589.48384248232
1552,156784.01009239745
1553,146573.4383534959
1554,121847.06114551378
1555,133316.30202545598
1556,65298.185820033774
1557,111988.61819755007
1558,96416.93749736156
1559,63734.11514612939
1560,140565.8845522604
1561,84173.58946377272
1562,136671.3621460104
1563,129421.09286343632
1564,139582.14006909565
1565,147891.188220263
1566,223386.73196064285
1567,70023.08085939591
1568,234731.37518109172
1569,131366.0278400674
1570,133475.26503030374
1571,74328.21008028975
1572,126755.8929372076
1573,244188.73019388458
1574,139579.24476770288
1575,272814.0600321158
1576,227699.7585905441
1577,181079.3674359643
1578,154030.72457149555
1579,130624.28287244006
1580,190193.46525716805
1581,167600.15275787772
1582,142277.5006970612
1583,265819.6432202775
1584,215815.16532689217
1585,127481.55158387823
1586,71936.01171690784
1587,102353.72830945975
1588,177376.4671065919
1589,108206.37837794726
1590,119605.30153547949
1591,67585.61129640532
1592,121760.99990388332
1593,144497.69913830492
1594,176688.14794628927
1595,108213.24578189431
1596,225218.1849327297
1597,235257.51177310245
1598,217573.3559895712
1599,164209.4855025101
1600,140468.39395060972
1601,37734.2374545224
1602,119098.86758452584
1603,83370.48464084254
1604,260801.2663175997
1605,228120.15315609332
1606,155083.98268951755
1607,156419.48254976305
1608,207889.96411168785
1609,189687.5197197569
1610,156743.85293590534
1611,142128.4705264168
1612,175762.93081729347
1613,165413.47529891506
1614,164858.5716943948
1615,90330.9305061223
1616,63799.88397339382
1617,87581.84823145927
1618,144923.80538272066
1619,174655.48176077474
1620,198821.85020835372
1621,128680.86862322874
1622,153979.10929668555
1623,252067.38736576564
1624,199379.01430374244
1625,105376.9183389761
1626,174821.60175728588
1627,183818.3890415579
1628,284097.8862474228
1629,185479.81191672734
1630,345838.6676459641
1631,279322.3375974556
1632,250139.45631047804
1633,183612.84361177566
1634,184906.61908708885
1635,176810.1601378885
1636,156233.03039540187
1637,210944.18693359103
1638,167820.31100067566
1639,176254.9503919105
1640,226777.5984562633
1641,174220.58002268872
1642,272874.5676490229
1643,212128.62346973945
1644,239722.87197828502
1645,224808.08212360367
1646,160615.53513949178
1647,155887.4958499628
1648,122970.08955481811
1649,129421.3433596706
1650,110376.47891176003
1651,119071.47872152831
1652,105490.66734236176
1653,109039.96047492325
1654,138927.1549464059
1655,133450.65700577525
1656,138229.43204295868
1657,151648.92239424237
1658,137384.21401973115
1659,127405.4360233394
1660,149814.33706034208
1661,428851.01569222845
1662,387643.56149887317
1663,377403.55521864607
1664,545015.939521088
1665,331645.8147021516
1666,317835.6799221826
1667,298705.0693567174
1668,388092.25808606343
1669,327237.46923371754
1670,362708.05996564054
1671,279300.10620429716
1672,407526.8154991248
1673,296771.9546467413
1674,254512.9055666891
1675,198438.24039205094
1676,205000.26996151148
1677,208754.50456361892
1678,450769.5335400922
1679,394692.28403966315
1680,318924.28371273377
1681,281874.50624105753
1682,336968.77005770546
1683,189823.4079450029
1684,178968.72601943323
1685,175540.9011287035
1686,165818.47509748675
1687,164850.75768251927
1688,181267.34391644225
1689,189257.93847323
1690,196119.277606057
1691,186271.0087447127
1692,256234.2393927707
1693,189580.492323166
1694,189610.4514694463
1695,178530.77098210691
1696,254603.7699502469
1697,184030.57401344366
1698,326302.6229439615
1699,350555.61006382457
1700,279165.1341569454
1701,284395.9721495162
1702,229381.24402519292
1703,235447.77007454308
1704,256680.76115269004
1705,240416.24419896398
1706,209457.55665919022
1707,221740.2322115954
1708,206259.84306916618
1709,239306.6586271969
1710,226346.8932986227
1711,268076.1082330176
1712,255235.91016459535
1713,287071.42515534814
1714,212616.414493053
1715,213535.041767339
1716,180162.6753381358
1717,176943.32877268386
1718,140981.95655806852
1719,228524.2772781453
1720,190750.63682061667
1721,141362.5038069468
1722,101230.78644358716
1723,149053.01569467876
1724,213231.08334220876
1725,257126.59579318948
1726,191845.6343362946
1727,133586.1637460941
1728,171400.9514428773
1729,188524.2121864776
1730,154262.3501572092
1731,115414.6230434333
1732,129430.19258791907
1733,100058.12069113017
1734,100324.81975000328
1735,92199.59610312292
1736,100213.89906199975
1737,289457.39992704964
1738,270986.4643412491
1739,245385.0568078286
1740,184805.51138422452
1741,169986.7006146193
1742,175815.03185841907
1743,170791.72261971142
1744,318071.04360710713
1745,208905.68235093565
1746,213027.0571145725
1747,228360.0737655952
1748,222024.31558477273
1749,134599.18059521285
1750,118589.50535065331
1751,227401.42989527225
1752,109731.78800054872
1753,148409.12339473818
1754,197291.1335319362
1755,161085.52094972762
1756,142535.61013486562
1757,117732.12045687763
1758,146957.54639374255
1759,156568.5250657117
1760,155289.70413125027
1761,137178.69615124678
1762,189873.7124026888
1763,180469.26267976407
1764,112178.25366175245
1765,153774.73187198257
1766,174977.08633017656
1767,209562.1540070998
1768,133205.3983359919
1769,159456.70811159676
1770,151374.220202673
1771,125161.1397795016
1772,144536.69371320563
1773,116801.0687277161
1774,167904.49821387883
1775,149672.58785384707
1776,159149.9671178686
1777,110841.98718360392
1778,147086.703969741
1779,120005.53462517145
1780,169355.4858571263
1781,119073.75234442647
1782,65388.559060362866
1783,146661.66733175726
1784,96006.01459242194
1785,139791.47574441344
1786,154875.82060750923
1787,163680.46898117033
1788,48772.69125021179
1789,100910.19485967723
1790,75754.45075995545
1791,209144.36084199767
1792,157314.68879859592
1793,132623.8005382272
1794,172606.51782686054
1795,132411.94682043046
1796,134829.1300449511
1797,125726.66836328781
1798,121049.28292549681
1799,102270.6726579892
1800,119254.05133435572
1801,130357.03628479457
1802,134061.0461658854
1803,168391.5532563841
1804,117162.87242100085
1805,132453.93973070593
1806,122085.14840661781
1807,166975.96774259978
1808,119854.57657027617
1809,131912.73640256352
1810,139430.90010563075
1811,100946.12706514704
1812,98311.39204463107
1813,112760.75197393936
1814,92542.29564495804
1815,57492.90446831891
1816,87563.60718728579
1817,108682.49098953162
1818,171150.4957777597
1819,141648.86205044668
1820,11568.923209395027
1821,132077.4302014124
1822,165577.98447025288
1823,33118.18945520604
1824,121731.37659421843
1825,158316.3566380979
1826,106414.24415647774
1827,104783.82933691004
1828,131857.02109124511
1829,139980.16136887716
1830,149072.78948503104
1831,158603.52916017082
1832,2530.5868104062974
1833,147814.91395133152
1834,109587.73038435448
1835,19703.31156679755
1836,115032.55191879952
1837,67447.42425710149
1838,117340.66779116914
1839,126841.24899187521
1840,158989.04425334441
1841,133632.44253598806
1842,59134.62330777687
1843,124917.99063796946
1844,176157.4773764629
1845,151399.5989150044
1846,150109.68311624532
1847,163948.25948212435
1848,30824.218477806775
1849,120933.88129796297
1850,111231.59075621283
1851,131492.56692589633
1852,119388.76390478387
1853,94799.04181951308
1854,150746.64165271283
1855,175149.88540774607
1856,223871.8298537468
1857,143871.45966921002
1858,144778.49711103342
1859,113545.6756346554
1860,144451.08364617662
1861,120624.85047000227
1862,310150.5854487687
1863,293748.1952465563
1864,293769.2594266946
1865,350018.3894867904
1866,340387.1409713146
1867,210269.2211268989
1868,267282.80887077725
1869,206960.8951817837
1870,216071.41021528956
1871,263374.30925316154
1872,174115.99062160845
1873,221455.91344814398
1874,162818.85015313886
1875,208301.60608518077
1876,202900.3101021736
1877,197737.6446671239
1878,190553.6442115996
1879,145988.52731331042
1880,134312.0521035639
1881,230396.1924787569
1882,225700.8147349821
1883,179914.28753285855
1884,196572.74294244195
1885,218069.51254068874
1886,279873.55762200616
1887,221649.3437565919
1888,251133.10277384543
1889,166527.41369867744
1890,75479.00183024071
1891,134696.5909468974
1892,104098.90398672083
1893,123542.28676483477
1894,113998.11989199487
1895,131660.62989802775
1896,126573.70335899503
1897,115605.12215835112
1898,87535.03510191827
1899,177665.5523684984
1900,169425.51437513437
1901,199217.53549576178
1902,173232.20493844966
1903,237638.95382728963
1904,158299.44217374967
1905,198628.98995164968
1906,164339.47949440707
1907,231714.2914284512
1908,94492.88591066492
1909,111424.03911372251
1910,104139.41569252545
1911,233313.23469356773
1912,301914.52046561707
1913,180531.4888605941
1914,56665.9026784678
1915,319424.6831343188
1916,88361.44607431744
1917,222224.27426261106
1918,132672.8487350715
1919,146854.23738675285
1920,153125.3730300332
1921,365691.37813733984
1922,347210.6277764754
1923,237718.73032726068
1924,230013.4749901977
1925,207803.57013438432
1926,365367.02701780875
1927,127128.54621867952
1928,165481.2021456696
1929,106536.18142521684
1930,149575.8524752846
1931,119678.66327640694
1932,128434.68385742581
1933,186723.5353216615
1934,182183.37969489838
1935,169870.84804170928
1936,216471.2641030606
1937,181995.23574477364
1938,171934.58714220277
1939,291122.0049635493
1940,208361.8389960744
1941,155776.6857445836
1942,156054.95897052786
1943,247085.67982365633
1944,405475.6238522562
1945,435487.6294702478
1946,150423.7044454096
1947,170289.7844492034
1948,168568.09141575894
1949,247930.5591542602
1950,178963.0660542138
1951,245118.633706789
1952,187636.97146510333
1953,184902.49297721498
1954,179168.79693680513
1955,124652.53195971134
1956,296893.4160079607
1957,149268.44552888046
1958,241079.37108792202
1959,144395.4230589089
1960,102835.72732267412
1961,128006.2122727905
1962,101018.68387635611
1963,109164.4362216196
1964,111153.49553350243
1965,130974.65609298437
1966,140448.5570490125
1967,312898.594836188
1968,413436.6966706852
1969,401337.4829589529
1970,402530.4481328223
1971,470628.49666541046
1972,377272.99143404956
1973,304052.25347266207
1974,350742.4470023257
1975,456272.42045440665
1976,299538.8240629183
1977,380303.34440805414
1978,341242.9581383257
1979,316121.61841957597
1980,120538.99953849567
1981,340333.4598023796
1982,219971.9211516541
1983,209018.5714256307
1984,170409.3393950872
1985,234425.13389907824
1986,200438.36783059197
1987,220088.48711657687
1988,171236.30356565118
1989,184906.28146167565
1990,208198.57482645847
1991,224985.61809744197
1992,234609.4190559215
1993,175541.32062255847
1994,236817.61682195193
1995,178804.0160966441
1996,301042.3397928593
1997,323326.1838600186
1998,300475.0460121273
1999,316422.5397152405
2000,335520.9842921945
2001,311868.31798125035
2002,245714.28411146346
2003,228033.18714580731
2004,279127.19186864817
2005,219328.73197497963
2006,227678.28629709105
2007,249024.88428267185
2008,240649.68840082968
2009,213057.34234964452
2010,200270.99474856886
2011,121641.98526705732
2012,186198.33301204676
2013,182854.01002080156
2014,192708.20812450186
2015,231076.7685840577
2016,201549.54043133883
2017,205890.04469892103
2018,83608.25747635751
2019,130904.8424003257
2020,57590.47356749908
2021,86811.3839321658
2022,206697.4240682847
2023,134351.13817218877
2024,297824.3677922485
2025,359107.3315230282
2026,166191.6016363073
2027,149749.98149861605
2028,150884.89424360683
2029,170079.25849646283
2030,248050.08004343556
2031,212390.41837032232
2032,246000.60754652158
2033,246903.71326387697
2034,183065.5600887849
2035,253451.9870685807
2036,200773.64744953695
2037,218668.95866783895
2038,325636.0056984087
2039,246684.0339938081
2040,327471.1398556705
2041,276408.8462120681
2042,215878.3698659006
2043,122927.1165245045
2044,151097.33243466914
2045,210099.03927857685
2046,164905.638225639
2047,130864.68336563068
2048,146553.5440713442
2049,139602.26152603957
2050,152333.67874940112
2051,83763.22843192657
2052,124837.85984528693
2053,141967.16161204595
2054,114523.22047229111
2055,175643.57298194128
2056,146216.0935722601
2057,100938.90117945941
2058,209746.0054685392
2059,126730.38906936464
2060,173061.72588381544
2061,153226.02478163783
2062,117835.4580743073
2063,121843.41641728184
2064,129496.12953011272
2065,127956.42375597497
2066,171433.0037563953
2067,102180.18751535006
2068,155388.72084709327
2069,47391.09771876107
2070,109653.2316874282
2071,102388.58230872755
2072,130898.91818358866
2073,117403.66510506556
2074,109296.25587780122
2075,183984.1780110842
2076,120998.55342898774
2077,158947.54149162536
2078,140549.98652617913
2079,133248.25175563456
2080,120121.73934533703
2081,127024.72286226414
2082,134573.35463698255
2083,156562.28485771432
2084,114785.59212190635
2085,124934.96224652999
2086,114572.73141853022
2087,110273.66597799864
2088,92832.98642025702
2089,75188.9229791835
2090,108109.46853610291
2091,116549.3097159809
2092,140323.67813548725
2093,165190.038729941
2094,105612.65942030656
2095,137661.01073298813
2096,85135.11803388712
2097,81650.39153354336
2098,171732.3724660175
2099,37565.23620429379
2100,27011.80537663633
2101,103336.87461678148
2102,116126.90583530162
2103,113550.3168751467
2104,147771.54401490907
2105,125426.6886012347
2106,50278.36391414772
2107,200581.68972788984
2108,117502.54644191777
2109,108320.7070987518
2110,93349.45474071195
2111,124229.94416067586
2112,141154.73921981943
2113,123223.86324990797
2114,134450.1216962065
2115,160065.3430721662
2116,122819.56028332561
2117,152275.0234972639
2118,139160.2334944976
2119,110786.48646328715
2120,106196.9137408114
2121,70912.78601884353
2122,129063.24466871913
2123,111424.21731069568
2124,185848.27467117598
2125,126765.56227779668
2126,164126.052774759
2127,150991.64083041623
2128,126154.27464077226
2129,67527.42607880221
2130,139761.5841628008
2131,128258.10339622037
2132,104735.22518014302
2133,133239.63609876926
2134,102800.74090124248
2135,90657.15103315422
2136,71517.0207867201
2137,103960.42766911048
2138,122951.76129749906
2139,141288.41703704325
2140,139046.08256735466
2141,176273.60535759642
2142,129944.00142251002
2143,149095.91234590625
2144,120070.34576926497
2145,141305.13326772046
2146,204970.14887917903
2147,193421.18314585532
2148,113154.64858337538
2149,118376.57039205241
2150,240909.62496431102
2151,125467.78296898585
2152,209825.46066200524
2153,182124.2944956345
2154,85860.28718114039
2155,132526.1682776569
2156,188187.47487903154
2157,226504.73981849523
2158,256720.56936014467
2159,226233.67886471935
2160,179777.5810761773
2161,218242.53027656698
2162,369928.2682708383
2163,344575.9791472426
2164,263598.2818061183
2165,234068.3492829327
2166,182141.76988736028
2167,229876.67072383664
2168,203462.06720591383
2169,192870.89350938587
2170,204575.1875551464
2171,168445.40571347252
2172,138829.53196592745
2173,228149.22223508754
2174,216067.5226618331
2175,260561.9464397151
2176,312098.02778176893
2177,242677.00037874258
2178,207116.34573014686
2179,124148.59416658408
2180,231956.9489219759
2181,192612.3937589922
2182,216166.71037548222
2183,191014.46525180875
2184,120740.28748474992
2185,92990.51377259335
2186,145209.66343152896
2187,152510.1693130883
2188,154855.30236636684
2189,270781.8808170976
2190,94554.45934212534
2191,37134.500964542385
2192,85962.44091394427
2193,123452.91045576916
2194,66595.82266651001
2195,83215.4659349909
2196,104748.08588242228
2197,117729.65092806588
2198,165454.66059885663
2199,177606.8423864334
2200,166897.47804323072
2201,161682.45955066057
2202,209801.01813372504
2203,147450.27665372356
2204,191384.35104048415
2205,129685.00757397362
2206,161527.58815625915
2207,204480.65155462804
2208,264931.4281005163
2209,277453.3743300068
2210,120045.20767406165
2211,151597.2662732543
2212,118807.74409730267
2213,101217.57130151242
2214,158440.76574159018
2215,103580.46675779019
2216,145389.9629823917
2217,93560.64574576006
2218,43376.09115764289
2219,35818.57783457078
2220,27536.75373138627
2221,320619.28931800835
2222,293331.9400169507
2223,281750.0834840019
2224,212273.30426597758
2225,135219.88059637672
2226,173606.5074496041
2227,184044.6060256844
2228,285554.41802029265
2229,239718.08550424175
2230,165655.66649293085
2231,209587.13078334136
2232,192057.27864110796
2233,200780.18283820036
2234,246901.08389797295
2235,223476.45360911055
2236,238148.37520284578
2237,295933.8387995118
2238,212998.36766585172
2239,86028.46581527102
2240,144332.0784279334
2241,108462.87379178382
2242,122722.44342285208
2243,122278.63343382487
2244,103208.01768526784
2245,128693.41706051398
2246,143215.8627053944
2247,132369.30918645673
2248,138870.29664331325
2249,127204.45403118152
2250,137371.98244566075
2251,117616.40715723182
2252,185797.70584482234
2253,163657.60299204406
2254,190799.80842128117
2255,183621.52362080896
2256,173969.3299221457
2257,218681.16033284692
2258,153635.9264420541
2259,182018.94557967642
2260,161012.14712013328
2261,247272.71684244345
2262,254759.25129135628
2263,401451.6205979143
2264,475321.98332366836
